,Location,Zhvi
5446,"34.0, -85.04",98700
5447,"40.28, -76.93",160600
5448,"35.31, -81.17",113800
5449,"43.13, -88.21",289400
5450,"43.43, -116.32",161500
5451,"32.2, -95.85",121000
5452,"33.93, -118.33",463300
5453,"40.27, -75.29",281800
5454,"32.47, -93.79",188400
5455,"41.05, -112.06",260100
5456,"42.76, -88.21",246400
5457,"41.66, -71.1",354900
5458,"40.69, -73.85",456500
5459,"39.76, -104.87",266000
5460,"40.32, -74.62",616800
5461,"32.69, -97.12",150900
5462,"40.92, -73.77",565700
5463,"32.75, -97.33",66600
5464,"40.01, -111.73",216000
5465,"36.67, -76.3",187600
5466,"40.88, -72.39",1175600
5467,"42.49, -82.89",123300
5468,"30.19, -82.64",150000
5469,"42.62, -73.83",246800
5470,"44.78, -89.68",155200
5471,"43.28, -77.79",138300
5472,"34.02, -118.39",1099100
5473,"26.89, -82.05",196700
5474,"26.14, -80.13",526300
5475,"40.29, -79.88",81300
5476,"40.9, -74.11",329800
5477,"41.72, -87.7",165500
5478,"41.07, -85.13",79400
5479,"41.4, -80.38",92300
5480,"39.02, -77.07",566200
5481,"47.19, -122.44",199800
5482,"41.41, -82.31",128400
5483,"38.65, -87.17",86200
5484,"40.23, -76.87",160100
5485,"41.39, -73.61",303300
5486,"40.74, -86.76",126400
5487,"37.25, -121.67",994700
5488,"41.05, -73.47",1391700
5489,"42.52, -85.84",118800
5490,"30.63, -81.57",185900
5491,"29.91, -90.05",135300
5492,"47.66, -117.43",131300
5493,"30.45, -84.28",83900
5494,"40.36, -75.09",468500
5495,"32.58, -96.3",139200
5496,"35.52, -84.35",129200
5497,"45.72, -122.61",327200
5498,"42.27, -85.58",132700
5499,"37.6, -93.41",133100
5500,"30.47, -90.11",197900
5501,"38.98, -74.82",279300
5502,"30.57, -97.41",152600
5503,"39.77, -84.19",155200
5504,"43.16, -77.61",79800
5505,"40.02, -105.25",650900
5506,"43.07, -89.38",177700
5507,"40.11, -77.03",202200
5508,"29.45, -98.5",72900
5509,"42.13, -70.91",282800
5510,"39.77, -84.19",57800
5511,"38.97, -77.64",497300
5512,"35.81, -79.8",123400
5513,"40.46, -74.32",259300
5514,"36.76, -121.65",415700
5515,"42.58, -83.14",374300
5516,"40.95, -74.15",343600
5517,"28.53, -81.76",187400
5518,"28.5, -81.37",213900
5519,"43.18, -89.45",314500
5520,"38.44, -91.01",124200
5521,"41.9, -87.86",169100
5522,"38.96, -122.64",131400
5523,"45.12, -92.53",209800
5524,"35.1, -90.0",41100
5525,"41.02, -73.75",438400
5526,"42.45, -71.35",809800
5527,"42.85, -70.92",310200
5528,"40.81, -81.37",91800
5529,"43.21, -77.94",130200
5530,"38.06, -122.54",845000
5531,"38.39, -85.75",151500
5532,"40.72, -73.74",490300
5533,"40.03, -76.49",132400
5534,"36.21, -83.29",94000
5535,"39.76, -89.72",215300
5536,"27.9, -82.78",176000
5537,"42.13, -71.24",437900
5538,"40.86, -75.2",158400
5539,"34.43, -119.68",1254200
5540,"35.1, -90.0",64000
5541,"36.17, -86.78",166400
5542,"41.64, -71.0",295000
5543,"42.2, -70.94",359500
5544,"42.66, -73.79",118200
5545,"48.16, -122.49",352700
5546,"33.66, -86.8",150200
5547,"38.91, -94.38",264300
5548,"22.09, -159.35",510200
5549,"42.38, -82.91",295300
5550,"44.96, -93.26",147000
5551,"38.95, -84.66",232900
5552,"41.34, -72.14",227700
5553,"44.53, -73.15",264200
5554,"42.62, -88.63",157700
5555,"34.61, -92.49",150600
5556,"42.65, -83.5",201000
5557,"32.86, -90.4",79900
5558,"42.86, -72.57",174100
5559,"42.12, -80.08",87600
5560,"39.23, -77.27",426400
5561,"31.25, -89.82",116400
5562,"40.43, -79.97",127500
5563,"30.92, -93.99",78000
5564,"38.72, -90.38",81200
5565,"40.86, -76.78",102800
5566,"30.28, -91.24",106300
5567,"40.79, -85.82",79000
5568,"34.7, -86.62",73000
5569,"42.64, -83.28",62800
5570,"40.89, -74.48",398200
5571,"39.0, -121.09",416700
5572,"41.46, -73.39",335000
5573,"39.59, -105.01",408600
5574,"43.0, -84.55",147300
5575,"42.83, -88.73",179000
5576,"33.11, -96.1",62800
5577,"41.88, -87.78",378800
5578,"41.66, -88.21",317500
5579,"31.45, -110.83",115600
5580,"39.09, -94.58",34500
5581,"34.94, -81.92",132100
5582,"40.66, -73.49",426000
5583,"39.92, -83.79",111000
5584,"40.33, -75.63",182200
5585,"41.37, -72.9",230500
5586,"27.19, -80.24",253000
5587,"32.32, -90.2",45300
5588,"42.68, -73.11",135800
5589,"38.22, -85.74",73700
5590,"42.47, -70.96",311900
5591,"30.23, -92.26",126800
5592,"40.15, -79.54",117100
5593,"40.74, -111.98",152200
5594,"34.08, -117.88",477200
5595,"32.33, -81.39",170300
5596,"40.28, -76.64",228900
5597,"41.2, -74.6",228400
5598,"35.92, -86.84",437900
5599,"38.9, -94.68",427200
5600,"43.54, -115.92",261600
5601,"41.91, -71.45",287400
5602,"43.18, -77.8",148000
5603,"37.68, -122.15",571100
5604,"28.56, -81.85",180000
5605,"39.74, -75.31",267400
5606,"42.38, -83.1",39800
5607,"40.12, -79.86",101400
5608,"33.34, -111.42",264600
5609,"40.0, -79.07",116600
5610,"40.09, -85.68",89400
5611,"29.67, -82.33",98300
5612,"35.49, -80.84",299300
5613,"32.55, -83.88",76200
5614,"41.02, -75.18",114200
5615,"42.32, -72.67",272400
5616,"38.82, -77.08",545100
5617,"40.81, -74.1",440400
5618,"33.45, -81.99",36400
5619,"35.57, -82.54",295100
5620,"33.99, -117.38",289700
5621,"33.08, -117.13",701700
5622,"42.26, -72.56",212600
5623,"40.33, -75.92",59000
5624,"39.08, -84.45",193200
5625,"40.78, -74.06",424400
5626,"40.74, -74.38",784800
5627,"39.96, -76.73",70900
5628,"36.78, -114.14",176400
5629,"42.74, -71.49",221100
5630,"33.11, -96.1",135000
5631,"39.01, -77.02",345100
5632,"43.04, -85.67",161400
5633,"34.89, -77.54",127300
5634,"40.37, -104.69",205100
5635,"45.52, -122.64",614200
5636,"33.91, -81.51",118700
5637,"41.26, -96.01",181300
5638,"44.2, -72.5",164600
5639,"42.75, -114.36",136400
5640,"30.06, -89.93",142900
5641,"42.06, -71.24",394800
5642,"32.75, -97.33",97900
5643,"41.63, -70.9",255900
5644,"34.09, -83.76",288300
5645,"38.17, -77.7",214000
5646,"39.09, -94.58",108200
5647,"35.8, -84.27",117700
5648,"33.25, -116.98",563100
5649,"33.04, -96.74",354000
5650,"41.31, -72.92",182200
5651,"44.97, -93.51",557900
5652,"42.49, -83.18",183100
5653,"40.37, -112.02",225300
5654,"31.44, -97.73",97300
5655,"46.76, -120.68",216600
5656,"45.33, -93.74",201800
5657,"42.12, -80.08",65500
5658,"30.22, -92.65",109400
5659,"33.88, -117.72",850700
5660,"37.98, -87.54",147200
5661,"30.21, -92.02",141500
5662,"33.5, -88.4",148300
5663,"41.36, -73.2",354600
5664,"44.81, -73.08",203000
5665,"33.1, -86.75",131400
5666,"27.95, -82.48",68900
5667,"33.24, -87.59",143100
5668,"33.6, -117.86",2024700
5669,"41.37, -72.9",219900
5670,"34.23, -118.14",1607200
5671,"30.68, -88.04",92300
5672,"35.1, -90.0",54700
5673,"42.31, -71.16",926800
5674,"34.51, -118.68",507500
5675,"40.71, -74.06",600600
5676,"35.87, -84.51",157700
5677,"42.95, -85.48",334400
5678,"40.84, -111.9",256900
5679,"37.99, -122.0",478800
5680,"38.22, -85.74",148700
5681,"48.36, -121.98",301900
5682,"43.06, -87.96",147700
5683,"39.64, -86.84",108900
5684,"33.94, -117.99",526000
5685,"33.71, -117.34",348600
5686,"38.33, -90.15",182300
5687,"28.04, -81.96",56800
5688,"35.2, -101.81",238600
5689,"36.52, -82.71",124100
5690,"37.72, -89.87",109500
5691,"42.57, -83.24",355000
5692,"47.48, -122.19",312200
5693,"34.94, -81.92",71900
5694,"42.58, -83.14",318200
5695,"34.1, -82.86",81200
5696,"42.86, -84.59",188500
5697,"40.76, -74.01",632800
5698,"61.19, -149.94",284300
5699,"30.16, -97.6",162800
5700,"61.08, -149.7",444500
5701,"37.07, -76.51",122900
5702,"32.78, -108.26",155700
5703,"40.41, -86.87",71500
5704,"43.07, -82.49",138400
5705,"41.62, -83.7",176200
5706,"40.33, -75.92",220800
5707,"42.59, -82.88",94500
5708,"27.95, -82.48",176900
5709,"35.82, -88.9",70700
5710,"29.19, -96.27",118600
5711,"39.58, -76.39",330900
5712,"33.71, -112.17",282200
5713,"38.79, -90.32",166000
5714,"41.51, -88.21",229700
5715,"41.4, -73.06",213300
5716,"40.18, -75.13",244400
5717,"37.76, -77.47",226300
5718,"39.73, -75.53",214500
5719,"45.88, -122.92",212600
5720,"31.09, -97.36",88600
5721,"40.66, -73.7",438100
5722,"33.24, -96.78",455300
5723,"36.17, -86.78",468400
5724,"37.95, -121.12",159200
5725,"37.38, -122.07",1588600
5726,"29.99, -98.1",254700
5727,"42.31, -71.19",1035200
5728,"45.55, -122.73",763800
5729,"39.87, -84.19",125400
5730,"35.32, -80.66",244200
5731,"39.8, -75.45",205100
5732,"45.79, -122.69",400000
5733,"32.96, -117.25",1612500
5734,"41.86, -71.45",194100
5735,"38.46, -90.53",141200
5736,"46.44, -119.91",138500
5737,"42.16, -83.21",143900
5738,"40.43, -111.19",322400
5739,"40.99, -80.34",114900
5740,"39.41, -92.43",83300
5741,"41.29, -87.41",160600
5742,"43.19, -73.64",245900
5743,"39.09, -94.58",219700
5744,"38.21, -86.12",125500
5745,"36.34, -88.85",92400
5746,"43.16, -77.61",57700
5747,"39.89, -75.03",404100
5748,"35.85, -86.39",195900
5749,"25.46, -80.45",112600
5750,"29.05, -82.05",100700
5751,"32.07, -84.22",86000
5752,"43.03, -76.3",142200
5753,"40.99, -74.34",411200
5754,"39.87, -75.39",135700
5755,"40.59, -73.79",304400
5756,"29.99, -90.24",149900
5757,"37.98, -87.54",169600
5758,"25.68, -80.16",1156400
5759,"39.39, -107.21",605900
5760,"41.6, -93.76",268700
5761,"28.18, -82.74",73900
5762,"42.27, -85.58",104100
5763,"41.75, -72.74",251100
5764,"39.94, -84.02",87800
5765,"42.57, -83.24",451000
5766,"33.85, -111.78",816300
5767,"42.2, -71.83",234400
5768,"33.74, -117.18",313800
5769,"29.48, -95.35",235200
5770,"33.52, -86.79",55500
5771,"30.82, -88.09",120700
5772,"42.56, -83.38",319800
5773,"39.43, -76.35",216200
5774,"41.24, -75.87",69300
5775,"27.95, -82.48",136600
5776,"38.13, -122.56",747800
5777,"28.08, -80.56",324900
5778,"35.2, -90.2",123600
5779,"36.83, -81.51",90200
5780,"40.62, -103.19",130900
5781,"40.36, -74.25",501000
5782,"39.41, -74.36",283200
5783,"41.23, -80.81",35400
5784,"38.63, -90.24",205700
5785,"29.45, -98.5",99100
5786,"33.94, -118.44",661600
5787,"41.74, -74.08",261000
5788,"32.98, -112.11",160700
5789,"32.5, -83.56",141800
5790,"31.84, -106.43",134600
5791,"44.96, -93.26",305900
5792,"40.69, -80.3",171400
5793,"41.57, -72.33",234200
5794,"39.92, -83.79",159100
5795,"40.84, -73.99",571100
5796,"32.35, -86.28",131600
5797,"41.96, -71.18",318100
5798,"41.83, -87.81",277800
5799,"42.25, -71.46",368400
5800,"38.87, -77.1",773800
5801,"35.11, -106.62",470800
5802,"40.43, -79.97",131300
5803,"21.3, -157.85",1240000
5804,"30.6, -89.56",157800
5805,"41.15, -80.69",69900
5806,"34.72, -92.35",152900
5807,"39.46, -74.99",185200
5808,"40.82, -73.97",507500
5809,"39.0, -94.2",170600
5810,"29.76, -95.38",94400
5811,"33.23, -97.59",196800
5812,"41.71, -71.1",200900
5813,"40.33, -122.45",210200
5814,"28.37, -80.75",58600
5815,"31.84, -106.43",87400
5816,"35.97, -83.94",227600
5817,"42.08, -76.8",58600
5818,"39.34, -74.48",238500
5819,"43.17, -76.11",152300
5820,"41.52, -88.12",109000
5821,"38.89, -77.3",720900
5822,"41.06, -85.02",104400
5823,"41.8, -88.33",234300
5824,"44.76, -93.27",275500
5825,"20.85, -156.32",635800
5826,"26.07, -97.47",72200
5827,"38.86, -104.76",205000
5828,"32.64, -96.91",140300
5829,"34.6, -86.46",239200
5830,"35.18, -86.1",138000
5831,"36.83, -76.29",140000
5832,"41.57, -93.61",99500
5833,"42.26, -88.13",199100
5834,"35.22, -92.38",138400
5835,"41.9, -72.46",235900
5836,"38.55, -121.45",300200
5837,"32.75, -97.33",75300
5838,"43.06, -76.07",114400
5839,"40.76, -73.88",582000
5840,"43.07, -75.28",155900
5841,"40.89, -73.24",407700
5842,"34.78, -82.3",152100
5843,"37.68, -97.34",70500
5844,"40.43, -79.97",365900
5845,"38.96, -84.38",155800
5846,"32.21, -82.4",114400
5847,"38.87, -77.4",499000
5848,"35.06, -85.25",128100
5849,"28.13, -82.46",223800
5850,"33.73, -85.03",115700
5851,"34.04, -117.98",422100
5852,"42.2, -70.94",345000
5853,"40.43, -78.39",158100
5854,"40.29, -111.67",256400
5855,"47.36, -122.6",457200
5856,"38.89, -77.03",972400
5857,"34.16, -117.39",351900
5858,"38.35, -81.63",179000
5859,"39.09, -76.85",287900
5860,"41.53, -73.89",249600
5861,"47.62, -117.18",241000
5862,"32.46, -97.38",168100
5863,"33.83, -117.85",595600
5864,"34.66, -77.23",131100
5865,"43.82, -91.23",97900
5866,"29.99, -90.17",240300
5867,"40.57, -74.31",274500
5868,"40.25, -75.64",272800
5869,"39.39, -74.51",95600
5870,"36.6, -119.75",155900
5871,"26.11, -80.39",478500
5872,"39.59, -119.77",226500
5873,"41.59, -87.34",49100
5874,"41.67, -86.26",72700
5875,"40.57, -120.61",159500
5876,"39.55, -74.24",765300
5877,"42.44, -71.23",900800
5878,"42.12, -80.08",81000
5879,"35.99, -79.93",174700
5880,"28.0, -82.12",213200
5881,"42.52, -87.88",229300
5882,"34.06, -118.4",2073400
5883,"42.47, -79.33",59100
5884,"34.01, -78.26",243100
5885,"41.98, -86.11",104500
5886,"39.26, -119.48",208700
5887,"32.08, -81.1",130800
5888,"35.1, -90.0",270300
5889,"43.04, -76.14",124300
5890,"33.23, -87.54",259000
5891,"42.9, -73.69",253300
5892,"43.48, -124.16",195500
5893,"39.05, -76.64",394900
5894,"33.54, -86.56",133700
5895,"39.66, -78.92",97100
5896,"42.1, -87.92",224600
5897,"33.76, -117.97",507800
5898,"40.43, -79.97",125000
5899,"43.98, -116.52",170400
5900,"40.74, -89.6",49800
5901,"34.72, -82.78",123700
5902,"43.23, -71.56",181500
5903,"35.91, -114.8",233300
5904,"35.56, -89.64",92900
5905,"42.27, -89.06",134500
5906,"32.79, -96.76",118800
5907,"40.99, -111.86",307100
5908,"40.38, -74.54",378100
5909,"34.86, -89.68",112400
5910,"40.92, -73.75",1111200
5911,"38.88, -77.17",683000
5912,"41.75, -71.18",258500
5913,"45.51, -122.55",285800
5914,"33.98, -118.18",393600
5915,"42.37, -71.11",625200
5916,"32.9, -96.13",82000
5917,"39.41, -79.41",132700
5918,"42.06, -72.51",234200
5919,"26.98, -82.1",160100
5920,"40.12, -75.12",237400
5921,"40.54, -74.36",378400
5922,"42.11, -70.95",317100
5923,"40.78, -73.84",625800
5924,"28.24, -81.28",263200
5925,"39.49, -123.36",250500
5926,"33.76, -84.42",70800
5927,"33.28, -86.85",170700
5928,"37.34, -121.9",616500
5929,"44.08, -117.01",125000
5930,"37.75, -121.12",395100
5931,"39.78, -75.68",404600
5932,"45.8, -108.66",318000
5933,"40.43, -79.97",94400
5934,"27.44, -80.32",250300
5935,"41.6, -71.98",184500
5936,"34.45, -119.8",889000
5937,"40.52, -74.36",298100
5938,"42.1, -88.29",243600
5939,"40.98, -73.69",1933300
5940,"42.64, -83.28",69100
5941,"36.3, -95.32",114500
5942,"26.14, -80.13",385000
5943,"42.56, -83.38",262200
5944,"41.67, -70.2",282200
5945,"35.64, -119.44",157200
5946,"40.43, -79.97",113400
5947,"41.16, -80.56",83900
5948,"32.38, -88.71",50900
5949,"38.98, -77.12",886300
5950,"39.92, -122.28",160700
5951,"42.09, -71.47",286800
5952,"40.59, -74.31",320100
5953,"20.87, -156.45",534100
5954,"38.45, -85.66",129000
5955,"41.73, -71.31",406100
5956,"39.16, -91.87",101500
5957,"29.86, -98.4",350600
5958,"38.6, -86.09",88400
5959,"38.65, -90.58",543100
5960,"34.43, -119.52",801800
5961,"44.84, -93.45",321400
5962,"40.75, -111.88",197000
5963,"44.94, -93.1",256000
5964,"42.27, -89.06",44600
5965,"34.51, -82.64",64900
5966,"41.2, -76.0",59300
5967,"42.98, -85.95",185400
5968,"37.82, -121.29",342000
5969,"34.87, -85.29",108200
5970,"29.76, -95.38",90100
5971,"38.99, -108.66",312000
5972,"39.35, -94.23",107100
5973,"33.18, -96.5",180700
5974,"37.13, -112.97",207400
5975,"35.13, -85.34",287000
5976,"42.11, -71.18",499600
5977,"41.3, -73.89",362400
5978,"42.06, -70.8",361200
5979,"41.92, -80.57",74800
5980,"41.33, -75.96",172400
5981,"41.93, -87.87",175200
5982,"34.63, -92.44",141500
5983,"35.88, -80.01",125800
5984,"31.59, -81.88",110500
5985,"37.86, -78.26",204700
5986,"33.95, -118.33",471100
5987,"45.57, -93.59",184500
5988,"34.43, -119.77",994500
5989,"32.47, -93.79",141700
5990,"30.45, -91.2",160000
5991,"37.68, -97.34",226700
5992,"33.93, -118.36",408100
5993,"40.37, -105.52",390500
5994,"32.86, -115.65",215000
5995,"29.84, -90.0",232900
5996,"38.96, -76.92",254700
5997,"26.14, -80.13",271600
5998,"36.52, -82.55",154100
5999,"43.07, -89.38",222800
6000,"39.77, -84.19",117800
6001,"32.99, -117.25",1239600
6002,"39.77, -84.19",48100
6003,"41.18, -73.42",746700
6004,"40.28, -111.88",284400
6005,"40.15, -74.85",230400
6006,"42.68, -82.73",175600
6007,"33.74, -84.31",302800
6008,"40.43, -79.97",144300
6009,"29.94, -82.11",97300
6010,"39.15, -108.72",220800
6011,"42.83, -71.66",229600
6012,"32.32, -95.3",177600
6013,"43.0, -75.97",229200
6014,"37.78, -122.39",1110800
6015,"41.16, -75.9",175800
6016,"40.79, -73.69",1490100
6017,"41.88, -71.39",142200
6018,"25.77, -80.2",292900
6019,"36.61, -83.72",87500
6020,"38.63, -90.24",229300
6021,"38.63, -90.24",580200
6022,"35.0, -114.56",163300
6023,"34.53, -118.4",609100
6024,"42.26, -84.95",131100
6025,"41.07, -85.13",60900
6026,"42.41, -71.68",233300
6027,"29.76, -95.38",68400
6028,"40.93, -73.1",450900
6029,"41.73, -71.15",257500
6030,"42.09, -88.52",232900
6031,"25.77, -80.2",167900
6032,"41.09, -73.91",455000
6033,"32.75, -97.33",66900
6034,"38.0, -77.54",177100
6035,"41.88, -87.87",136700
6036,"41.79, -80.94",100800
6037,"30.15, -91.97",172500
6038,"41.2, -73.73",631600
6039,"32.35, -89.47",117000
6040,"44.93, -93.66",301200
6041,"31.5, -111.06",121100
6042,"39.96, -75.05",125200
6043,"41.44, -85.25",99800
6044,"32.51, -94.76",120400
6045,"40.93, -74.01",382900
6046,"42.46, -122.66",249500
6047,"40.74, -74.15",332000
6048,"39.09, -94.58",94100
6049,"38.68, -85.78",99200
6050,"32.78, -79.99",425800
6051,"19.49, -154.94",157400
6052,"38.6, -77.34",361400
6053,"37.44, -122.41",1015000
6054,"42.93, -85.34",193100
6055,"34.14, -118.16",1142500
6056,"37.86, -122.24",1495500
6057,"26.41, -81.42",111800
6058,"33.52, -86.79",490100
6059,"39.33, -120.24",516000
6060,"40.1, -75.28",320800
6061,"35.6, -84.46",112400
6062,"38.82, -77.08",711500
6063,"21.97, -159.35",469100
6064,"35.61, -82.33",228500
6065,"44.96, -93.26",202000
6066,"27.97, -82.76",167200
6067,"42.03, -88.08",228500
6068,"47.2, -122.54",354200
6069,"33.94, -80.39",83800
6070,"42.44, -85.64",150000
6071,"30.87, -84.2",104900
6072,"36.53, -82.32",150900
6073,"33.52, -86.79",58500
6074,"61.18, -149.88",235400
6075,"40.81, -96.68",127500
6076,"29.76, -95.38",157800
6077,"33.84, -118.07",464000
6078,"40.69, -80.01",339700
6079,"33.73, -112.14",344300
6080,"37.5, -118.31",354500
6081,"37.14, -94.47",83600
6082,"44.95, -122.71",267800
6083,"39.95, -75.16",141700
6084,"42.53, -82.94",138300
6085,"33.24, -87.59",169600
6086,"29.7, -95.46",810300
6087,"30.44, -87.18",116400
6088,"33.52, -86.79",126300
6089,"38.22, -85.74",135500
6090,"42.43, -82.92",67400
6091,"40.94, -73.99",355600
6092,"40.81, -96.68",96600
6093,"46.76, -113.97",276600
6094,"39.65, -105.18",364700
6095,"39.1, -94.62",82200
6096,"30.45, -84.28",244500
6097,"42.98, -77.41",255500
6098,"31.5, -110.21",203400
6099,"39.88, -105.05",251900
6100,"42.73, -73.67",141300
6101,"39.01, -77.28",1069700
6102,"32.84, -97.13",171900
6103,"41.52, -88.12",86300
6104,"41.57, -75.5",79300
6105,"42.2, -70.94",320000
6106,"39.2, -76.85",342500
6107,"34.19, -118.24",910900
6108,"40.68, -75.22",238000
6109,"42.67, -70.83",454200
6110,"43.37, -72.33",103100
6111,"34.74, -82.03",114800
6112,"41.7, -88.07",264400
6113,"33.28, -87.12",155600
6114,"40.5, -74.42",325900
6115,"34.72, -92.35",90400
6116,"29.76, -95.38",109300
6117,"40.31, -74.25",503300
6118,"37.19, -93.28",65000
6119,"31.5, -82.85",85300
6120,"41.73, -87.8",178300
6121,"41.08, -81.52",210800
6122,"34.79, -82.69",117600
6123,"47.44, -121.62",453900
6124,"34.6, -83.52",167300
6125,"36.52, -86.03",106400
6126,"29.76, -95.38",67700
6127,"32.7, -96.0",101400
6128,"40.42, -74.17",323100
6129,"39.08, -94.35",104900
6130,"41.02, -73.8",483800
6131,"40.7, -73.59",329200
6132,"34.69, -77.12",209200
6133,"41.39, -82.56",160800
6134,"41.8, -87.92",831200
6135,"42.51, -84.65",139100
6136,"42.92, -89.38",252700
6137,"39.77, -86.14",136700
6138,"41.18, -75.43",72700
6139,"41.59, -87.34",54100
6140,"39.08, -108.55",176200
6141,"30.76, -98.22",163700
6142,"35.32, -82.46",218800
6143,"40.74, -74.26",581300
6144,"27.33, -82.54",304000
6145,"47.51, -111.27",138600
6146,"38.18, -122.25",486900
6147,"40.15, -74.85",195600
6148,"38.23, -90.56",157000
6149,"30.44, -91.12",79900
6150,"41.35, -71.97",280900
6151,"41.08, -81.52",63700
6152,"28.13, -82.46",190800
6153,"28.36, -82.19",98600
6154,"26.74, -80.12",352500
6155,"32.42, -80.68",183500
6156,"29.31, -96.09",112000
6157,"30.26, -97.74",420500
6158,"33.1, -98.57",109500
6159,"42.92, -73.84",265300
6160,"29.78, -82.03",133600
6161,"38.8, -77.32",745000
6162,"41.57, -93.61",138200
6163,"42.36, -71.4",700400
6164,"30.19, -82.64",80500
6165,"35.29, -120.81",481800
6166,"27.75, -82.64",296000
6167,"35.67, -105.95",647200
6168,"40.74, -73.08",384400
6169,"41.57, -93.61",84400
6170,"46.78, -92.11",178600
6171,"38.9, -94.68",186200
6172,"34.94, -111.94",469700
6173,"35.11, -106.62",231800
6174,"40.74, -85.17",105400
6175,"30.74, -86.19",115000
6176,"27.78, -80.48",170700
6177,"41.56, -87.72",119400
6178,"24.71, -81.08",469500
6179,"41.26, -96.01",209500
6180,"40.91, -74.16",167800
6181,"40.57, -124.15",267900
6182,"36.75, -119.81",144600
6183,"46.54, -120.76",166200
6184,"29.76, -95.38",405400
6185,"41.1, -74.39",250500
6186,"46.31, -119.37",282900
6187,"43.22, -85.55",156600
6188,"32.69, -97.6",316600
6189,"40.22, -74.76",359100
6190,"48.53, -122.31",247100
6191,"35.14, -81.86",121300
6192,"40.91, -72.88",223200
6193,"39.76, -86.51",151100
6194,"33.76, -84.42",286400
6195,"30.26, -97.74",425600
6196,"41.45, -87.61",155100
6197,"30.58, -84.58",70300
6198,"41.06, -86.19",91100
6199,"32.8, -116.71",568800
6200,"33.83, -118.29",441600
6201,"40.32, -75.32",252200
6202,"38.86, -104.76",432900
6203,"41.24, -89.92",56400
6204,"36.71, -120.15",211600
6205,"41.06, -73.63",1291500
6206,"40.43, -79.97",168500
6207,"30.06, -89.93",174400
6208,"38.04, -84.45",187600
6209,"39.78, -75.98",238600
6210,"37.99, -122.58",1090000
6211,"31.54, -109.46",85900
6212,"34.13, -118.26",413100
6213,"40.36, -74.95",561700
6214,"40.79, -74.12",352400
6215,"36.12, -95.91",88100
6216,"43.41, -84.02",97900
6217,"35.35, -81.09",152700
6218,"41.61, -72.98",212900
6219,"34.39, -117.39",264500
6220,"30.68, -88.04",115100
6221,"42.27, -72.4",259700
6222,"39.76, -104.87",321600
6223,"45.07, -122.55",273000
6224,"41.88, -72.81",297100
6225,"39.08, -94.35",147400
6226,"30.56, -81.83",182100
6227,"40.43, -79.97",109100
6228,"37.04, -76.29",136400
6229,"41.92, -84.63",105100
6230,"41.26, -96.01",231500
6231,"35.54, -78.66",177400
6232,"42.53, -75.52",77700
6233,"39.01, -77.02",445000
6234,"36.73, -95.94",66300
6235,"28.85, -82.04",146400
6236,"37.07, -120.27",177000
6237,"33.75, -114.51",148000
6238,"40.86, -79.89",186600
6239,"29.76, -95.38",94300
6240,"40.72, -73.74",436200
6241,"40.52, -79.95",182900
6242,"42.51, -83.3",374100
6243,"42.75, -84.4",164700
6244,"45.65, -122.66",259700
6245,"36.2, -86.32",233000
6246,"37.89, -122.47",2613400
6247,"33.15, -117.28",681600
6248,"42.04, -72.57",321200
6249,"27.71, -82.3",236000
6250,"44.96, -93.26",432200
6251,"40.82, -73.21",447800
6252,"34.15, -118.26",438600
6253,"39.9, -75.08",165800
6254,"36.46, -82.27",135600
6255,"40.43, -79.97",346000
6256,"38.78, -77.17",463400
6257,"47.63, -117.14",227800
6258,"43.04, -76.14",111300
6259,"41.41, -73.31",362800
6260,"34.7, -86.74",173200
6261,"36.48, -119.5",242300
6262,"39.09, -94.58",33000
6263,"29.76, -95.38",63400
6264,"32.7, -109.65",130800
6265,"34.78, -92.25",60100
6266,"42.8, -73.92",112500
6267,"42.46, -70.89",444000
6268,"44.39, -88.73",137400
6269,"39.3, -76.61",63500
6270,"41.66, -70.93",181300
6271,"39.17, -78.17",237900
6272,"40.33, -104.91",306300
6273,"40.26, -75.81",180600
6274,"32.34, -97.4",128600
6275,"35.57, -80.58",134800
6276,"42.78, -83.24",176400
6277,"33.69, -117.24",373900
6278,"34.72, -76.65",188100
6279,"28.28, -82.29",197700
6280,"32.67, -117.01",616300
6281,"31.45, -97.19",144900
6282,"29.3, -94.79",319200
6283,"33.78, -117.84",618100
6284,"37.84, -122.53",1201600
6285,"34.77, -89.44",68000
6286,"37.84, -121.97",1639100
6287,"37.24, -121.73",1030500
6288,"40.75, -74.98",204200
6289,"36.14, -82.41",86100
6290,"43.69, -121.14",200300
6291,"26.44, -82.1",722800
6292,"34.68, -82.81",180800
6293,"40.73, -73.32",318900
6294,"41.7, -87.77",124900
6295,"39.07, -108.46",149500
6296,"41.75, -70.61",311600
6297,"40.9, -74.4",417200
6298,"28.06, -80.55",341500
6299,"38.71, -77.79",407000
6300,"34.7, -86.74",145900
6301,"36.12, -95.91",129400
6302,"42.74, -71.49",252500
6303,"38.35, -81.63",116600
6304,"41.37, -87.43",151300
6305,"41.57, -87.68",91800
6306,"40.58, -79.56",118600
6307,"32.45, -111.29",176600
6308,"41.32, -72.19",257500
6309,"41.26, -96.01",114900
6310,"32.08, -111.11",159900
6311,"33.86, -79.75",88500
6312,"38.47, -90.75",127900
6313,"39.09, -94.58",295900
6314,"40.0, -75.29",280000
6315,"38.65, -94.34",144700
6316,"34.01, -83.83",143800
6317,"32.32, -90.2",119500
