,Location,Zhvi
6318,"33.79, -83.71",151800
6319,"42.22, -71.52",546100
6320,"35.36, -94.38",119400
6321,"34.55, -77.37",194300
6322,"36.46, -86.66",189700
6323,"36.26, -121.37",266500
6324,"40.43, -79.97",213000
6325,"26.98, -82.1",220900
6326,"41.37, -74.69",131300
6327,"38.9, -94.68",264500
6328,"41.59, -87.34",66400
6329,"34.59, -92.38",105800
6330,"35.95, -85.03",97000
6331,"45.57, -122.59",365500
6332,"33.51, -81.95",162600
6333,"40.3, -88.15",86400
6334,"30.66, -96.36",125300
6335,"40.67, -73.39",262900
6336,"33.31, -84.55",185100
6337,"32.19, -83.17",98200
6338,"42.11, -72.53",158200
6339,"35.21, -94.23",117500
6340,"25.77, -80.2",156700
6341,"37.37, -77.5",298500
6342,"31.21, -82.35",71000
6343,"42.35, -71.85",284600
6344,"32.51, -111.16",284700
6345,"40.87, -73.15",464900
6346,"43.3, -73.58",130900
6347,"37.86, -121.64",540500
6348,"40.37, -76.3",159100
6349,"38.27, -104.62",84300
6350,"38.89, -77.03",670900
6351,"34.78, -92.25",56800
6352,"38.71, -77.79",338400
6353,"39.73, -75.53",264200
6354,"37.83, -122.1",1249000
6355,"29.67, -82.33",174500
6356,"41.6, -72.63",203700
6357,"43.04, -77.09",86100
6358,"35.28, -81.28",90900
6359,"38.56, -77.32",258100
6360,"42.33, -83.87",300500
6361,"40.76, -73.74",724600
6362,"39.54, -107.33",418600
6363,"42.31, -71.64",391700
6364,"33.88, -80.84",107500
6365,"38.35, -81.63",121000
6366,"41.27, -72.53",250000
6367,"39.84, -121.6",184500
6368,"41.66, -87.79",251300
6369,"35.17, -119.36",114000
6370,"44.36, -122.69",152500
6371,"29.04, -82.44",146800
6372,"34.15, -118.49",1453800
6373,"37.04, -76.29",126200
6374,"40.37, -80.23",188000
6375,"30.26, -97.74",439200
6376,"40.75, -74.41",641500
6377,"29.76, -95.38",274400
6378,"37.87, -122.26",897100
6379,"43.08, -75.65",103500
6380,"40.91, -74.16",179900
6381,"34.36, -84.91",126600
6382,"36.46, -121.82",1258600
6383,"40.99, -74.16",716200
6384,"46.8, -119.15",147500
6385,"38.58, -121.49",368800
6386,"35.11, -106.62",178300
6387,"36.97, -121.95",695000
6388,"41.26, -96.01",77900
6389,"40.26, -75.74",235900
6390,"37.06, -122.01",825200
6391,"19.61, -155.04",252400
6392,"33.1, -86.85",120300
6393,"38.19, -77.68",128800
6394,"42.72, -87.8",74000
6395,"40.99, -72.29",1265200
6396,"42.12, -80.08",48600
6397,"36.84, -76.28",154000
6398,"40.37, -74.17",632200
6399,"27.74, -81.53",73300
6400,"27.24, -80.82",79400
6401,"39.73, -75.22",330600
6402,"44.97, -93.08",144100
6403,"42.53, -83.15",162800
6404,"29.77, -82.48",168400
6405,"43.95, -91.25",167900
6406,"38.95, -77.34",546300
6407,"43.04, -76.14",176000
6408,"42.08, -76.8",57100
6409,"43.53, -89.99",152000
6410,"32.79, -96.76",435600
6411,"41.4, -75.66",116800
6412,"28.16, -81.6",188700
6413,"35.48, -94.22",137200
6414,"41.75, -72.74",325600
6415,"40.69, -73.73",422900
6416,"40.83, -74.24",443700
6417,"39.86, -82.89",140000
6418,"30.56, -97.86",240300
6419,"47.75, -117.43",220400
6420,"42.13, -72.43",269400
6421,"33.36, -97.17",174800
6422,"28.63, -81.75",191600
6423,"41.23, -73.08",283400
6424,"45.46, -123.71",210900
6425,"40.68, -80.27",129800
6426,"29.45, -98.5",87200
6427,"34.83, -81.99",154900
6428,"41.66, -70.34",328000
6429,"42.69, -83.88",216100
6430,"41.31, -72.92",100900
6431,"35.08, -89.79",374900
6432,"33.04, -96.98",168000
6433,"29.22, -82.0",113500
6434,"45.92, -123.7",281100
6435,"35.49, -119.3",168100
6436,"35.87, -84.67",89700
6437,"40.81, -81.37",210200
6438,"29.45, -98.5",312200
6439,"41.52, -88.12",100400
6440,"42.58, -83.6",277000
6441,"38.21, -91.16",93000
6442,"47.13, -122.04",321100
6443,"38.5, -90.64",263500
6444,"34.72, -92.35",177500
6445,"38.29, -76.49",244800
6446,"41.66, -83.58",36700
6447,"43.07, -89.38",290600
6448,"41.32, -75.78",115800
6449,"35.82, -84.04",174000
6450,"42.56, -71.06",481400
6451,"20.04, -155.7",576500
6452,"40.84, -73.87",415400
6453,"43.39, -87.87",179000
6454,"40.72, -73.71",540200
6455,"32.2, -95.39",172800
6456,"29.64, -82.61",184800
6457,"42.42, -83.74",206700
6458,"39.98, -82.98",76100
6459,"45.72, -122.74",246900
6460,"38.04, -87.27",114900
6461,"44.94, -93.1",162200
6462,"29.71, -90.59",131100
6463,"40.15, -74.85",243600
6464,"37.93, -87.89",112100
6465,"33.21, -97.13",219400
6466,"42.78, -71.08",286000
6467,"41.96, -87.98",221700
6468,"60.66, -150.9",209100
6469,"40.11, -74.03",577100
6470,"40.45, -75.82",190500
6471,"39.1, -94.62",98700
6472,"33.0, -83.53",131800
6473,"37.68, -97.34",146000
6474,"42.21, -85.89",135700
6475,"33.78, -118.02",620100
6476,"41.48, -73.48",325700
6477,"30.44, -91.12",136300
6478,"34.83, -82.37",188800
6479,"42.32, -77.66",62300
6480,"39.67, -89.69",149900
6481,"40.69, -73.32",378200
6482,"40.43, -79.97",87400
6483,"29.8, -98.73",409900
6484,"42.63, -71.32",209500
6485,"43.16, -77.61",69600
6486,"30.47, -88.34",118400
6487,"41.02, -73.75",347200
6488,"41.05, -74.14",529700
6489,"42.59, -72.23",144900
6490,"40.43, -79.97",142300
6491,"40.43, -79.97",220500
6492,"29.97, -93.94",128100
6493,"44.26, -72.57",239400
6494,"28.35, -82.69",151900
6495,"41.81, -71.33",312300
6496,"41.23, -85.85",158700
6497,"33.91, -78.1",220900
6498,"29.18, -82.13",100700
6499,"42.61, -82.53",140000
6500,"45.44, -93.59",199400
6501,"33.52, -86.79",54500
6502,"39.03, -95.69",67500
6503,"34.33, -84.37",206000
6504,"40.44, -74.37",250100
6505,"42.48, -71.26",639900
6506,"43.09, -71.45",229900
6507,"39.99, -75.27",484900
6508,"26.74, -80.12",245100
6509,"41.83, -87.87",316400
6510,"42.08, -70.93",300800
6511,"42.57, -83.24",444300
6512,"35.06, -85.25",70300
6513,"32.38, -80.56",342200
6514,"40.23, -76.13",187100
6515,"40.64, -83.61",115500
6516,"44.96, -93.26",312000
6517,"27.64, -80.39",234300
6518,"38.88, -77.17",428100
6519,"38.74, -108.07",160900
6520,"42.08, -87.82",547200
6521,"42.21, -71.21",662400
6522,"35.95, -85.03",91300
6523,"41.02, -73.75",498600
6524,"39.71, -86.08",88100
6525,"38.29, -76.64",324800
6526,"41.65, -74.68",93400
6527,"27.27, -80.35",178500
6528,"37.51, -77.27",155100
6529,"33.81, -86.8",127900
6530,"26.74, -80.12",182600
6531,"26.37, -80.1",403300
6532,"38.91, -122.79",257000
6533,"41.98, -72.15",243700
6534,"32.99, -94.96",113900
6535,"26.85, -82.29",246600
6536,"32.44, -81.77",155800
6537,"57.79, -152.4",274200
6538,"36.43, -84.93",88100
6539,"34.72, -92.35",246800
6540,"42.19, -71.76",243800
6541,"33.95, -81.06",101700
6542,"41.06, -74.0",404400
6543,"28.83, -82.34",120500
6544,"37.81, -85.97",130300
6545,"41.15, -80.08",141600
6546,"27.9, -81.58",159500
6547,"35.65, -82.68",230800
6548,"33.89, -78.57",169600
6549,"40.46, -79.67",231300
6550,"39.89, -75.29",118000
6551,"39.77, -84.19",48700
6552,"41.61, -73.12",227700
6553,"41.65, -70.24",259500
6554,"39.65, -106.53",638300
6555,"38.16, -120.84",268200
6556,"38.22, -85.74",73200
6557,"36.11, -83.48",123600
6558,"43.43, -111.89",158200
6559,"38.9, -94.68",201700
6560,"40.88, -72.94",237900
6561,"35.38, -81.38",105300
6562,"39.63, -86.3",126300
6563,"43.02, -76.0",179300
6564,"41.92, -72.65",165300
6565,"40.73, -80.3",94300
6566,"41.44, -87.47",253900
6567,"41.82, -71.41",218100
6568,"32.35, -86.28",105000
6569,"41.78, -73.93",188500
6570,"35.38, -120.78",578600
6571,"40.31, -75.32",267300
6572,"43.16, -77.61",108200
6573,"30.23, -92.09",130500
6574,"39.56, -74.59",153200
6575,"32.69, -93.74",235200
6576,"37.95, -121.32",180200
6577,"36.17, -86.78",149100
6578,"40.93, -111.88",267700
6579,"43.24, -89.34",236000
6580,"35.08, -106.17",189300
6581,"40.71, -73.99",1249200
6582,"41.74, -87.83",173600
6583,"39.92, -83.79",56300
6584,"31.31, -95.45",93400
6585,"32.97, -111.49",106500
6586,"43.16, -77.61",63500
6587,"55.61, -131.58",231000
6588,"47.42, -122.45",534500
6589,"41.56, -70.62",552600
6590,"36.2, -79.89",273800
6591,"31.11, -90.14",107500
6592,"38.91, -94.38",283900
6593,"39.04, -122.93",257900
6594,"41.55, -73.03",96800
6595,"30.4, -92.21",109900
6596,"40.96, -76.0",114300
6597,"35.38, -119.02",177200
6598,"40.43, -79.97",124900
6599,"39.65, -75.51",129600
6600,"34.56, -112.12",233100
6601,"42.44, -71.23",861000
6602,"41.93, -71.04",329100
6603,"26.89, -82.05",247100
6604,"34.92, -86.56",125800
6605,"36.2, -119.08",153900
6606,"43.16, -77.61",61200
6607,"44.63, -73.11",248100
6608,"41.82, -88.18",194700
6609,"38.41, -90.56",138300
6610,"42.3, -70.9",364800
6611,"44.13, -123.07",324500
6612,"41.4, -75.66",118600
6613,"40.87, -74.73",287900
6614,"34.51, -82.64",110200
6615,"39.01, -74.93",150600
6616,"42.31, -84.02",247300
6617,"40.85, -72.79",360400
6618,"36.46, -94.29",151300
6619,"40.15, -74.02",559000
6620,"42.8, -71.3",371100
6621,"37.94, -122.31",487300
6622,"41.32, -73.08",170500
6623,"36.18, -115.38",359200
6624,"33.48, -111.92",653200
6625,"39.77, -84.19",110800
6626,"39.31, -74.6",170900
6627,"25.46, -80.45",119900
6628,"40.25, -75.46",298400
6629,"36.28, -119.03",197000
6630,"39.47, -87.38",93400
6631,"34.61, -89.97",132200
6632,"33.98, -88.48",81900
6633,"47.53, -121.8",557000
6634,"37.18, -79.63",282000
6635,"39.47, -87.38",37000
6636,"38.68, -121.45",253100
6637,"45.8, -122.97",272900
6638,"31.21, -81.64",172200
6639,"34.03, -118.5",3371800
6640,"38.35, -87.56",84600
6641,"30.33, -81.65",48900
6642,"27.99, -82.22",219900
6643,"42.03, -88.08",318500
6644,"30.41, -86.66",168100
6645,"39.4, -76.47",302500
6646,"39.01, -119.75",362000
6647,"45.54, -122.44",287000
6648,"37.22, -121.99",2315000
6649,"38.27, -104.62",156800
6650,"47.17, -122.18",289000
6651,"40.0, -85.74",133200
6652,"38.9, -77.26",708000
6653,"30.39, -90.16",252100
6654,"38.45, -90.22",200300
6655,"40.32, -75.6",287400
6656,"32.53, -114.71",121300
6657,"42.47, -83.49",426900
6658,"40.9, -74.09",350800
6659,"41.27, -73.02",343400
6660,"35.06, -85.25",75500
6661,"38.75, -119.61",327800
6662,"35.12, -120.61",443600
6663,"42.66, -84.07",177200
6664,"38.63, -90.24",66400
6665,"29.66, -95.22",104300
6666,"42.2, -71.43",402600
6667,"41.76, -70.08",403600
6668,"30.09, -96.08",145900
6669,"36.42, -86.8",169100
6670,"38.91, -119.79",265700
6671,"41.71, -73.96",207600
6672,"33.35, -96.54",189700
6673,"41.48, -87.72",130000
6674,"33.64, -84.46",143800
6675,"42.1, -84.24",149900
6676,"37.9, -122.28",1224000
6677,"26.57, -81.82",223000
6678,"39.08, -108.55",266700
6679,"39.79, -74.93",207900
6680,"40.81, -81.37",150000
6681,"38.63, -90.24",60500
6682,"37.94, -122.56",1570300
6683,"32.75, -97.33",227300
6684,"30.68, -88.04",44900
6685,"28.85, -81.9",140100
6686,"40.72, -73.74",464700
6687,"28.83, -82.34",97700
6688,"42.83, -89.07",157400
6689,"40.81, -96.68",207100
6690,"41.44, -74.42",211600
6691,"40.64, -79.73",101800
6692,"36.12, -83.8",142500
6693,"45.94, -122.67",256400
6694,"40.59, -80.22",75700
6695,"28.55, -82.39",171100
6696,"33.52, -86.79",55500
6697,"39.47, -84.46",132800
6698,"38.69, -76.85",306800
6699,"44.96, -93.26",199600
6700,"30.83, -89.53",117100
6701,"37.68, -97.34",147400
6702,"29.76, -95.38",113800
6703,"34.48, -111.78",210000
6704,"38.59, -121.54",215100
6705,"41.69, -70.07",354100
6706,"28.78, -82.61",133300
6707,"41.16, -87.26",149500
6708,"33.92, -118.06",444100
6709,"42.35, -71.06",450600
6710,"41.05, -81.4",142600
6711,"35.91, -88.75",72000
6712,"31.14, -89.4",140700
6713,"43.04, -76.14",66400
6714,"36.09, -80.4",194600
6715,"36.72, -97.06",142800
6716,"40.84, -73.04",305000
6717,"41.72, -87.82",216700
6718,"45.51, -122.68",455100
6719,"42.66, -73.79",147700
6720,"42.38, -71.24",527100
6721,"35.8, -84.27",179600
6722,"41.33, -75.52",168100
6723,"33.7, -85.15",116900
6724,"37.35, -77.43",230500
6725,"34.17, -118.31",497800
6726,"36.1, -79.54",127200
6727,"39.36, -94.36",200300
6728,"40.86, -74.15",311900
6729,"27.41, -81.48",138300
6730,"41.29, -72.36",357200
6731,"36.12, -78.68",168400
6732,"43.25, -70.88",188700
6733,"35.12, -85.14",148800
6734,"39.08, -84.7",186900
6735,"41.22, -73.89",449800
6736,"39.13, -77.71",488100
6737,"37.56, -97.34",114700
6738,"43.08, -75.75",105200
6739,"32.19, -110.38",119200
6740,"43.0, -74.37",95600
6741,"42.11, -72.53",95200
6742,"42.36, -71.36",667100
6743,"42.33, -77.31",85100
6744,"40.51, -75.39",267600
6745,"42.07, -83.24",144500
6746,"40.43, -79.97",74900
6747,"42.21, -79.83",142200
6748,"27.84, -82.78",264800
6749,"32.43, -80.64",235200
6750,"43.41, -83.94",112700
6751,"31.59, -89.2",127200
6752,"38.81, -121.16",506200
6753,"39.88, -76.86",169000
6754,"34.38, -88.68",149100
6755,"29.47, -81.13",271300
6756,"39.95, -75.16",114900
6757,"38.63, -90.24",149700
6758,"43.01, -71.6",227300
6759,"41.75, -72.74",196900
6760,"39.53, -107.77",227600
6761,"46.16, -119.25",320300
6762,"39.08, -75.62",177300
6763,"41.95, -72.3",178000
6764,"38.9, -94.68",242400
6765,"44.21, -123.28",247700
6766,"39.72, -75.46",107300
6767,"36.2, -120.94",251400
6768,"25.77, -80.2",323600
6769,"42.24, -84.75",76000
6770,"47.51, -92.5",87700
6771,"38.35, -81.63",106700
6772,"40.91, -74.16",220900
6773,"34.93, -82.13",141300
6774,"34.19, -118.76",725800
6775,"33.57, -83.47",201200
6776,"37.67, -120.89",268400
6777,"29.76, -95.38",131900
6778,"34.1, -83.78",215900
6779,"28.68, -80.84",184300
6780,"33.58, -96.18",86200
6781,"27.84, -82.37",168000
6782,"40.57, -74.5",262800
6783,"33.44, -112.08",196900
6784,"35.08, -118.79",154900
6785,"41.42, -85.74",198200
6786,"39.13, -77.13",454900
6787,"43.15, -85.7",154400
6788,"37.73, -122.24",853900
6789,"45.38, -122.59",313600
6790,"42.82, -82.49",169000
6791,"42.31, -87.85",82600
6792,"34.61, -82.47",116800
6793,"35.57, -81.2",97300
6794,"45.92, -89.25",167800
6795,"38.61, -76.61",398700
6796,"28.65, -81.18",326300
6797,"47.03, -122.1",270400
6798,"41.55, -70.98",345300
6799,"43.07, -89.38",272200
6800,"44.84, -93.79",268900
6801,"38.99, -76.3",308800
6802,"33.85, -118.04",689600
6803,"42.67, -85.64",162100
6804,"40.55, -115.61",231600
6805,"40.58, -74.27",257400
6806,"34.72, -92.35",263600
6807,"40.89, -81.58",135800
6808,"41.66, -93.78",214300
6809,"41.71, -88.26",229300
6810,"41.75, -122.67",142500
6811,"30.08, -81.4",336400
6812,"39.18, -121.2",334200
6813,"40.94, -73.78",697000
6814,"32.75, -97.33",95100
6815,"40.91, -73.95",754200
6816,"41.48, -82.09",114200
6817,"40.73, -73.21",333100
6818,"39.82, -75.82",264100
6819,"46.8, -123.14",233300
6820,"34.27, -118.45",464100
6821,"45.19, -93.55",286900
6822,"35.94, -86.64",362000
6823,"42.04, -70.67",564800
6824,"29.67, -82.33",79700
6825,"45.49, -122.72",597700
6826,"41.63, -93.74",332900
6827,"31.94, -97.32",97100
6828,"28.5, -81.37",311300
6829,"35.97, -83.94",139200
6830,"42.31, -71.27",1315100
6831,"43.61, -83.84",107300
6832,"43.12, -75.29",134700
6833,"32.78, -79.99",784000
6834,"31.98, -90.35",84500
6835,"40.36, -75.3",263000
6836,"35.44, -88.64",105800
6837,"38.86, -84.61",186900
6838,"34.26, -116.84",208300
6839,"29.35, -99.15",143000
6840,"33.82, -88.55",80800
6841,"41.57, -72.49",237000
6842,"40.32, -74.79",409600
6843,"30.44, -86.57",232500
6844,"42.08, -71.6",279600
6845,"29.35, -98.11",265900
6846,"40.19, -88.4",188000
6847,"34.64, -82.46",118800
6848,"42.88, -78.85",120000
6849,"42.11, -70.81",461400
6850,"39.83, -84.41",124800
6851,"41.62, -87.49",51000
6852,"39.95, -75.16",208600
6853,"33.01, -117.27",1061000
6854,"43.52, -84.11",153500
6855,"46.78, -92.11",118900
6856,"38.79, -94.26",174700
6857,"41.66, -86.07",135900
6858,"43.63, -72.25",188000
6859,"42.11, -72.53",147700
6860,"41.78, -72.3",209500
6861,"41.09, -73.55",686200
6862,"30.52, -91.0",199100
6863,"41.99, -70.71",363900
6864,"40.58, -75.33",186000
6865,"41.66, -83.58",48400
6866,"35.82, -78.65",504300
6867,"37.53, -122.24",1358300
6868,"42.33, -71.2",833700
6869,"38.61, -90.13",40500
6870,"33.71, -112.4",282900
6871,"38.43, -81.47",112600
6872,"44.96, -93.26",253600
6873,"41.07, -80.06",174700
6874,"47.99, -117.5",219900
6875,"42.03, -70.95",325000
6876,"32.15, -94.79",112600
6877,"39.77, -84.19",74700
6878,"41.4, -75.66",66400
6879,"34.4, -118.83",406400
6880,"38.99, -105.05",281200
6881,"30.44, -91.12",105000
6882,"40.19, -79.92",105500
6883,"30.62, -84.41",123500
6884,"30.21, -93.2",77800
6885,"39.89, -75.11",105300
6886,"41.29, -88.15",145500
6887,"40.43, -84.98",73800
6888,"37.88, -121.84",767900
6889,"42.41, -88.18",126100
6890,"25.77, -80.2",215800
6891,"40.76, -72.84",162600
6892,"35.08, -80.88",174400
6893,"42.85, -83.44",230400
6894,"41.4, -75.66",84900
6895,"44.94, -93.1",148400
6896,"32.47, -93.79",132900
6897,"40.62, -76.17",126200
6898,"36.96, -93.72",73700
6899,"40.27, -76.88",82400
6900,"39.08, -77.15",351600
6901,"40.13, -79.9",74200
6902,"35.15, -120.66",773000
6903,"40.1, -76.09",197300
6904,"30.66, -97.92",296400
6905,"40.74, -84.11",129600
6906,"37.17, -119.71",236500
6907,"38.36, -81.73",77300
6908,"42.53, -71.04",587600
6909,"39.09, -94.58",340500
6910,"40.72, -74.17",263200
6911,"35.19, -80.83",84400
6912,"34.9, -86.72",124500
6913,"32.45, -83.58",173200
6914,"39.0, -75.57",173600
6915,"42.1, -76.26",107000
6916,"40.37, -79.8",75600
6917,"40.1, -75.64",470300
6918,"38.53, -106.0",323600
6919,"33.89, -98.51",93700
6920,"44.82, -93.05",387600
6921,"41.22, -80.23",136400
6922,"38.22, -85.74",199800
6923,"41.49, -93.68",186600
6924,"39.42, -77.41",393700
6925,"27.04, -82.19",193600
6926,"39.09, -94.58",57800
6927,"25.77, -80.2",890300
6928,"39.79, -93.55",96800
6929,"41.76, -70.71",239300
6930,"30.68, -88.04",33400
6931,"33.16, -87.36",120600
6932,"38.63, -90.24",138000
6933,"38.57, -94.86",158700
6934,"39.36, -104.6",411100
6935,"37.69, -122.01",937300
6936,"40.59, -73.81",354800
6937,"37.65, -122.04",762700
6938,"35.82, -87.01",282700
6939,"32.14, -95.31",209000
6940,"40.9, -73.12",380000
6941,"40.8, -72.84",181000
6942,"36.12, -95.91",83000
6943,"42.38, -83.1",54400
6944,"40.92, -72.92",253200
6945,"40.74, -73.71",547000
6946,"43.22, -77.31",162900
6947,"41.68, -87.79",147700
6948,"39.87, -75.32",164200
6949,"39.39, -84.56",80400
6950,"42.42, -88.61",124300
6951,"40.52, -75.77",191200
6952,"41.92, -73.06",152300
6953,"37.94, -86.75",89500
6954,"40.17, -74.85",231400
6955,"29.92, -90.36",186000
6956,"38.77, -77.38",642200
6957,"34.8, -88.19",109100
6958,"32.08, -81.1",59200
6959,"39.76, -104.87",216000
6960,"28.92, -81.66",124700
6961,"41.71, -71.26",259900
6962,"39.95, -75.16",531600
6963,"40.72, -73.18",359500
6964,"40.84, -73.15",418900
6965,"42.79, -73.67",210700
6966,"39.77, -84.19",201000
6967,"40.96, -74.3",426600
6968,"38.35, -90.98",81000
6969,"40.23, -78.82",90300
6970,"41.07, -85.13",274800
6971,"39.11, -76.93",303100
6972,"42.24, -71.99",225600
6973,"46.12, -119.68",204900
6974,"41.25, -87.83",174900
6975,"32.16, -110.91",89400
6976,"32.83, -97.17",244600
6977,"41.44, -90.15",167700
6978,"30.33, -81.65",146100
6979,"42.73, -71.31",321400
6980,"41.6, -74.16",190100
6981,"42.01, -86.52",160900
6982,"37.28, -121.98",1179900
6983,"36.83, -76.29",114800
6984,"42.08, -83.68",168300
6985,"41.09, -73.55",231800
6986,"41.44, -90.56",115100
6987,"40.15, -74.85",185700
6988,"41.4, -74.32",257100
6989,"32.66, -116.94",641300
6990,"43.24, -78.18",82800
6991,"43.13, -71.45",192700
6992,"30.08, -97.5",182600
6993,"26.15, -97.82",64200
6994,"34.44, -119.61",2978900
6995,"41.29, -86.62",99300
6996,"32.2, -82.32",90200
6997,"26.56, -81.59",141400
6998,"41.31, -81.49",190300
6999,"32.35, -86.28",43100
7000,"28.83, -82.34",103200
7001,"36.19, -120.39",147000
7002,"34.2, -118.05",922600
7003,"38.18, -121.73",318700
7004,"40.81, -96.68",89800
7005,"36.26, -94.13",150000
7006,"30.66, -96.36",247000
7007,"41.31, -72.34",377500
7008,"39.38, -94.57",183000
7009,"40.42, -78.42",158900
7010,"40.3, -105.08",379300
7011,"41.9, -71.53",260100
7012,"33.52, -86.79",51600
7013,"42.89, -70.87",304300
7014,"29.96, -90.36",198000
7015,"40.8, -75.93",65200
7016,"45.6, -108.68",186700
7017,"30.44, -87.18",91400
7018,"27.46, -82.69",536000
7019,"42.21, -73.86",149300
7020,"46.26, -119.9",151700
7021,"32.29, -93.92",111900
7022,"45.52, -123.04",263800
7023,"38.96, -84.08",127600
7024,"41.67, -87.48",105100
7025,"38.63, -90.24",65900
7026,"32.77, -92.4",136900
7027,"42.24, -88.6",174300
7028,"42.95, -77.32",153500
7029,"33.89, -78.42",290200
7030,"42.12, -80.08",115800
7031,"40.54, -74.31",263900
7032,"42.06, -72.67",228800
7033,"40.85, -74.02",308000
7034,"29.61, -81.89",82800
7035,"39.28, -86.76",98500
7036,"40.72, -75.39",211800
7037,"40.39, -80.18",171900
7038,"41.45, -75.59",129100
7039,"35.15, -117.92",114300
7040,"40.9, -75.36",160300
7041,"37.4, -119.61",234300
7042,"38.63, -90.24",199100
7043,"42.32, -72.67",264800
7044,"26.92, -80.1",370900
7045,"41.94, -86.34",138700
7046,"37.9, -122.26",1157500
7047,"39.38, -77.27",361000
7048,"39.86, -75.09",150300
7049,"26.14, -81.79",276900
7050,"40.71, -73.99",821900
7051,"42.97, -87.87",132900
7052,"28.66, -82.11",135400
7053,"38.82, -77.08",637000
7054,"38.78, -122.92",469000
7055,"32.69, -97.01",306200
7056,"35.2, -101.81",113900
7057,"40.75, -75.61",172400
7058,"41.22, -73.99",324900
7059,"37.02, -121.94",747800
7060,"36.61, -121.62",758100
